CNTY_NAME,rep_unit,plan,district,prop_of_rep_unit,total_votes
WASHBURN,TOWN OF SARONA WARDS 1-2,pmc,29,1,230
WASHBURN,"TOWN OF SPOONER WARDS 1,2",evers,73,1,399
WASHBURN,"TOWN OF SPOONER WARDS 1,2",old,73,1,399
WASHBURN,"TOWN OF SPOONER WARDS 1,2",pmc,75,1,399
WASHBURN,TOWN OF SPRINGBROOK WARD 1,evers,73,1,230
WASHBURN,TOWN OF SPRINGBROOK WARD 1,old,73,1,230
WASHBURN,TOWN OF SPRINGBROOK WARD 1,pmc,75,1,230
WASHBURN,TOWN OF STINNETT WARD 1,evers,73,1,117
WASHBURN,TOWN OF STINNETT WARD 1,old,73,1,117
WASHBURN,TOWN OF STINNETT WARD 1,pmc,75,1,117
WASHBURN,TOWN OF STONE LAKE WARD 1,evers,75,1,258
WASHBURN,TOWN OF STONE LAKE WARD 1,old,75,1,258
WASHBURN,TOWN OF STONE LAKE WARD 1,pmc,75,1,258
WASHBURN,TOWN OF TREGO WARDS 1-2,evers,73,1,529
WASHBURN,TOWN OF TREGO WARDS 1-2,old,73,1,529
WASHBURN,TOWN OF TREGO WARDS 1-2,pmc,75,1,529
WASHBURN,VILLAGE OF BIRCHWOOD WARD 1,evers,75,1,178
WASHBURN,VILLAGE OF BIRCHWOOD WARD 1,old,75,1,178
WASHBURN,VILLAGE OF BIRCHWOOD WARD 1,pmc,29,1,178
WASHBURN,VILLAGE OF MINONG WARD 1,evers,73,1,193
WASHBURN,VILLAGE OF MINONG WARD 1,old,73,1,193
WASHBURN,VILLAGE OF MINONG WARD 1,pmc,75,1,193
WASHINGTON,CITY OF HARTFORD WARDS 1-3,evers,39,0.4362886597938144,2399
WASHINGTON,CITY OF HARTFORD WARDS 1-3,evers,59,0.5637113402061855,2399
WASHINGTON,CITY OF HARTFORD WARDS 1-3,old,39,0.4379381443298969,2399
WASHINGTON,CITY OF HARTFORD WARDS 1-3,old,59,0.5620618556701031,2399
WASHINGTON,CITY OF HARTFORD WARDS 1-3,pmc,38,1,2399
WASHINGTON,"CITY OF HARTFORD WARDS 4-7,13",evers,24,0.19298921417565484,2517
WASHINGTON,"CITY OF HARTFORD WARDS 4-7,13",evers,59,0.8070107858243452,2517
WASHINGTON,"CITY OF HARTFORD WARDS 4-7,13",old,59,1,2517
WASHINGTON,"CITY OF HARTFORD WARDS 4-7,13",pmc,37,0.0011556240369799693,2517
WASHINGTON,"CITY OF HARTFORD WARDS 4-7,13",pmc,38,0.99884437596302,2517
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",evers,24,0.4449132676980778,2183
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",evers,39,0.02156586966713549,2183
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",evers,59,0.5335208626347867,2183
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",old,39,0.13783403656821377,2183
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",old,59,0.8621659634317862,2183
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",pmc,37,0.0023441162681669013,2183
WASHINGTON,"CITY OF HARTFORD WARDS 8-10,14",pmc,38,0.9976558837318331,2183
WASHINGTON,CITY OF WEST BEND WARDS 1-3,evers,58,1,1973
WASHINGTON,CITY OF WEST BEND WARDS 1-3,old,58,1,1973
WASHINGTON,CITY OF WEST BEND WARDS 1-3,pmc,58,1,1973
WASHINGTON,CITY OF WEST BEND WARDS 11-13,evers,58,1,1679
WASHINGTON,CITY OF WEST BEND WARDS 11-13,old,58,1,1679
WASHINGTON,CITY OF WEST BEND WARDS 11-13,pmc,58,1,1679
WASHINGTON,CITY OF WEST BEND WARDS 14-17,evers,58,1,1752
WASHINGTON,CITY OF WEST BEND WARDS 14-17,old,58,1,1752
WASHINGTON,CITY OF WEST BEND WARDS 14-17,pmc,58,1,1752
WASHINGTON,CITY OF WEST BEND WARDS 18-19,evers,58,0.9969135802469136,1561
WASHINGTON,CITY OF WEST BEND WARDS 18-19,evers,59,0.0030864197530864196,1561
WASHINGTON,CITY OF WEST BEND WARDS 18-19,old,58,0.9993827160493827,1561
WASHINGTON,CITY OF WEST BEND WARDS 18-19,old,59,6.172839506172839e-4,1561
WASHINGTON,CITY OF WEST BEND WARDS 18-19,pmc,58,1,1561
WASHINGTON,CITY OF WEST BEND WARDS 20-22,evers,58,0.9981033665244191,2127
WASHINGTON,CITY OF WEST BEND WARDS 20-22,evers,59,0.001896633475580844,2127
WASHINGTON,CITY OF WEST BEND WARDS 20-22,old,58,1,2127
WASHINGTON,CITY OF WEST BEND WARDS 20-22,pmc,58,1,2127
WASHINGTON,CITY OF WEST BEND WARDS 4-5,evers,58,1,1661
WASHINGTON,CITY OF WEST BEND WARDS 4-5,old,58,1,1661
WASHINGTON,CITY OF WEST BEND WARDS 4-5,pmc,58,1,1661
WASHINGTON,CITY OF WEST BEND WARDS 6-8,evers,58,1,2043
WASHINGTON,CITY OF WEST BEND WARDS 6-8,old,58,1,2043
WASHINGTON,CITY OF WEST BEND WARDS 6-8,pmc,58,1,2043
WASHINGTON,CITY OF WEST BEND WARDS 9-10,evers,58,1,1823
WASHINGTON,CITY OF WEST BEND WARDS 9-10,old,58,1,1823
WASHINGTON,CITY OF WEST BEND WARDS 9-10,pmc,58,1,1823
WASHINGTON,TOWN OF ADDISON WARDS 1-6,evers,59,1,1949
WASHINGTON,TOWN OF ADDISON WARDS 1-6,old,59,1,1949
WASHINGTON,TOWN OF ADDISON WARDS 1-6,pmc,58,1,1949
WASHINGTON,TOWN OF BARTON WARDS 1-4,evers,58,0.0011682242990654205,1693
WASHINGTON,TOWN OF BARTON WARDS 1-4,evers,59,0.9988317757009346,1693
WASHINGTON,TOWN OF BARTON WARDS 1-4,old,59,1,1693
WASHINGTON,TOWN OF BARTON WARDS 1-4,pmc,58,1,1693
WASHINGTON,TOWN OF ERIN WARDS 1-5,evers,24,1,2497
WASHINGTON,TOWN OF ERIN WARDS 1-5,old,22,1,2497
WASHINGTON,TOWN OF ERIN WARDS 1-5,pmc,37,1,2497
WASHINGTON,TOWN OF FARMINGTON WARDS 1-5,evers,60,1,2207
WASHINGTON,TOWN OF FARMINGTON WARDS 1-5,old,60,1,2207
WASHINGTON,TOWN OF FARMINGTON WARDS 1-5,pmc,22,0.6967213114754098,2207
WASHINGTON,TOWN OF FARMINGTON WARDS 1-5,pmc,58,0.30327868852459017,2207
WASHINGTON,TOWN OF GERMANTOWN WARD 1,evers,24,1,154
WASHINGTON,TOWN OF GERMANTOWN WARD 1,old,24,1,154
WASHINGTON,TOWN OF GERMANTOWN WARD 1,pmc,38,1,154
WASHINGTON,"TOWN OF HARTFORD WARDS 1,4-5",evers,24,0.3984819734345351,1541
WASHINGTON,"TOWN OF HARTFORD WARDS 1,4-5",evers,59,0.6015180265654649,1541
WASHINGTON,"TOWN OF HARTFORD WARDS 1,4-5",old,59,1,1541
WASHINGTON,"TOWN OF HARTFORD WARDS 1,4-5",pmc,38,1,1541
WASHINGTON,TOWN OF HARTFORD WARDS 2-3,evers,24,0.6946428571428571,581
WASHINGTON,TOWN OF HARTFORD WARDS 2-3,evers,39,0.0017857142857142857,581
WASHINGTON,TOWN OF HARTFORD WARDS 2-3,evers,59,0.30357142857142855,581
WASHINGTON,TOWN OF HARTFORD WARDS 2-3,old,59,1,581
WASHINGTON,TOWN OF HARTFORD WARDS 2-3,pmc,37,0.7017857142857142,581
WASHINGTON,TOWN OF HARTFORD WARDS 2-3,pmc,38,0.2982142857142857,581
WASHINGTON,TOWN OF JACKSON WARDS 1-7,evers,60,1,2486
WASHINGTON,TOWN OF JACKSON WARDS 1-7,old,60,1,2486
WASHINGTON,TOWN OF JACKSON WARDS 1-7,pmc,38,0.4354575163398693,2486
WASHINGTON,TOWN OF JACKSON WARDS 1-7,pmc,58,0.5645424836601307,2486
WASHINGTON,TOWN OF KEWASKUM WARDS 1-2,evers,59,1,696
WASHINGTON,TOWN OF KEWASKUM WARDS 1-2,old,59,1,696
WASHINGTON,TOWN OF KEWASKUM WARDS 1-2,pmc,58,1,696
WASHINGTON,TOWN OF POLK WARDS 1-6,evers,58,1,2436
WASHINGTON,TOWN OF POLK WARDS 1-6,old,58,1,2436
WASHINGTON,TOWN OF POLK WARDS 1-6,pmc,38,0.48080133555926546,2436
WASHINGTON,TOWN OF POLK WARDS 1-6,pmc,58,0.5191986644407346,2436
WASHINGTON,"TOWN OF TRENTON WARDS 1,7",evers,58,1,654
WASHINGTON,"TOWN OF TRENTON WARDS 1,7",old,58,1,654
WASHINGTON,"TOWN OF TRENTON WARDS 1,7",pmc,58,1,654
WASHINGTON,TOWN OF TRENTON WARDS 2-6,evers,58,0.0019550342130987292,2116
WASHINGTON,TOWN OF TRENTON WARDS 2-6,evers,60,0.9980449657869013,2116
WASHINGTON,TOWN OF TRENTON WARDS 2-6,old,60,1,2116
WASHINGTON,TOWN OF TRENTON WARDS 2-6,pmc,22,0.7624633431085044,2116
WASHINGTON,TOWN OF TRENTON WARDS 2-6,pmc,58,0.2375366568914956,2116
WASHINGTON,TOWN OF WAYNE WARDS 1-4,evers,39,0.001539645881447267,1334
WASHINGTON,TOWN OF WAYNE WARDS 1-4,evers,59,0.9984603541185527,1334
WASHINGTON,TOWN OF WAYNE WARDS 1-4,old,39,0.001539645881447267,1334
WASHINGTON,TOWN OF WAYNE WARDS 1-4,old,59,0.9984603541185527,1334
WASHINGTON,TOWN OF WAYNE WARDS 1-4,pmc,39,0.001539645881447267,1334
WASHINGTON,TOWN OF WAYNE WARDS 1-4,pmc,58,0.9984603541185527,1334
WASHINGTON,"TOWN OF WEST BEND WARDS 1,2,3,4,5,6",evers,58,1,2935
WASHINGTON,"TOWN OF WEST BEND WARDS 1,2,3,4,5,6",old,58,1,2935
WASHINGTON,"TOWN OF WEST BEND WARDS 1,2,3,4,5,6",pmc,58,1,2935
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 1-4,evers,24,0.998998998998999,2994
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 1-4,evers,60,0.001001001001001001,2994
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 1-4,old,24,0.998998998998999,2994
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 1-4,old,60,0.001001001001001001,2994
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 1-4,pmc,38,1,2994
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 12-14,evers,24,1,3128
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 12-14,old,24,1,3128
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 12-14,pmc,38,1,3128
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 5-8,evers,24,1,2629
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 5-8,old,24,1,2629
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 5-8,pmc,38,1,2629
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 9-11,evers,24,1,2788
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 9-11,old,24,1,2788
WASHINGTON,VILLAGE OF GERMANTOWN WARDS 9-11,pmc,38,1,2788
WASHINGTON,"VILLAGE OF JACKSON WARDS 1-10,12,18",evers,58,0.9981569246972091,3751
WASHINGTON,"VILLAGE OF JACKSON WARDS 1-10,12,18",evers,60,0.0018430753027909425,3751
WASHINGTON,"VILLAGE OF JACKSON WARDS 1-10,12,18",old,58,1,3751
WASHINGTON,"VILLAGE OF JACKSON WARDS 1-10,12,18",pmc,38,0.7604002106371774,3751
WASHINGTON,"VILLAGE OF JACKSON WARDS 1-10,12,18",pmc,58,0.23959978936282253,3751
WASHINGTON,"VILLAGE OF JACKSON WARDS 11,13-17",evers,60,1,348
WASHINGTON,"VILLAGE OF JACKSON WARDS 11,13-17",old,60,1,348
WASHINGTON,"VILLAGE OF JACKSON WARDS 11,13-17",pmc,38,0.8275862068965517,348
WASHINGTON,"VILLAGE OF JACKSON WARDS 11,13-17",pmc,58,0.1724137931034483,348
WASHINGTON,"VILLAGE OF KEWASKUM WARDS 1,2,3,4,5",evers,59,1,2134
WASHINGTON,"VILLAGE OF KEWASKUM WARDS 1,2,3,4,5",old,59,1,2134
WASHINGTON,"VILLAGE OF KEWASKUM WARDS 1,2,3,4,5",pmc,58,1,2134
WASHINGTON,VILLAGE OF NEWBURG WARDS 1-2,evers,60,1,523
WASHINGTON,VILLAGE OF NEWBURG WARDS 1-2,old,60,1,523
WASHINGTON,VILLAGE OF NEWBURG WARDS 1-2,pmc,22,1,523
WASHINGTON,VILLAGE OF RICHFIELD WARDS 1-2,evers,24,1,1788
WASHINGTON,VILLAGE OF RICHFIELD WARDS 1-2,old,22,1,1788
WASHINGTON,VILLAGE OF RICHFIELD WARDS 1-2,pmc,37,1,1788
WASHINGTON,VILLAGE OF RICHFIELD WARDS 3-4,evers,24,0.3298429319371728,1906
WASHINGTON,VILLAGE OF RICHFIELD WARDS 3-4,evers,58,0.6701570680628273,1906
WASHINGTON,VILLAGE OF RICHFIELD WARDS 3-4,old,22,0.32931937172774867,1906
WASHINGTON,VILLAGE OF RICHFIELD WARDS 3-4,old,58,0.6706806282722513,1906
WASHINGTON,VILLAGE OF RICHFIELD WARDS 3-4,pmc,37,0.32931937172774867,1906
WASHINGTON,VILLAGE OF RICHFIELD WARDS 3-4,pmc,38,0.6706806282722513,1906
WASHINGTON,VILLAGE OF RICHFIELD WARDS 5-6,evers,58,1,1766
WASHINGTON,VILLAGE OF RICHFIELD WARDS 5-6,old,58,1,1766
WASHINGTON,VILLAGE OF RICHFIELD WARDS 5-6,pmc,38,1,1766
WASHINGTON,VILLAGE OF RICHFIELD WARDS 7-9,evers,24,1,2185
WASHINGTON,VILLAGE OF RICHFIELD WARDS 7-9,old,22,1,2185
WASHINGTON,VILLAGE OF RICHFIELD WARDS 7-9,pmc,37,1,2185
WASHINGTON,VILLAGE OF SLINGER WARDS 1-10,evers,58,1,3092
WASHINGTON,VILLAGE OF SLINGER WARDS 1-10,old,58,1,3092
WASHINGTON,VILLAGE OF SLINGER WARDS 1-10,pmc,38,0.9977412068409164,3092
WASHINGTON,VILLAGE OF SLINGER WARDS 1-10,pmc,58,0.002258793159083575,3092
WAUKESHA,CITY OF BROOKFIELD WARD 1,evers,22,1,1266
WAUKESHA,CITY OF BROOKFIELD WARD 1,old,14,1,1266
WAUKESHA,CITY OF BROOKFIELD WARD 1,pmc,13,1,1266
WAUKESHA,CITY OF BROOKFIELD WARD 10,evers,22,1,1048
WAUKESHA,CITY OF BROOKFIELD WARD 10,old,14,1,1048
WAUKESHA,CITY OF BROOKFIELD WARD 10,pmc,14,1,1048
WAUKESHA,CITY OF BROOKFIELD WARD 11,evers,13,0.7200349956255468,1144
WAUKESHA,CITY OF BROOKFIELD WARD 11,evers,22,0.2799650043744532,1144
WAUKESHA,CITY OF BROOKFIELD WARD 11,old,14,1,1144
WAUKESHA,CITY OF BROOKFIELD WARD 11,pmc,14,1,1144
WAUKESHA,CITY OF BROOKFIELD WARD 12,evers,13,1,994
WAUKESHA,CITY OF BROOKFIELD WARD 12,old,14,1,994
WAUKESHA,CITY OF BROOKFIELD WARD 12,pmc,14,1,994
WAUKESHA,CITY OF BROOKFIELD WARD 13,evers,13,1,920
WAUKESHA,CITY OF BROOKFIELD WARD 13,old,13,0.7530054644808744,920
WAUKESHA,CITY OF BROOKFIELD WARD 13,old,14,0.24699453551912567,920
WAUKESHA,CITY OF BROOKFIELD WARD 13,pmc,13,0.24699453551912567,920
WAUKESHA,CITY OF BROOKFIELD WARD 13,pmc,14,0.7530054644808744,920
WAUKESHA,CITY OF BROOKFIELD WARD 14,evers,22,1,953
WAUKESHA,CITY OF BROOKFIELD WARD 14,old,14,1,953
WAUKESHA,CITY OF BROOKFIELD WARD 14,pmc,14,1,953
WAUKESHA,CITY OF BROOKFIELD WARD 15,evers,13,1,1308
WAUKESHA,CITY OF BROOKFIELD WARD 15,old,13,0.5061255742725881,1308
WAUKESHA,CITY OF BROOKFIELD WARD 15,old,14,0.49387442572741197,1308
WAUKESHA,CITY OF BROOKFIELD WARD 15,pmc,14,1,1308
WAUKESHA,CITY OF BROOKFIELD WARD 16,evers,13,1,622
WAUKESHA,CITY OF BROOKFIELD WARD 16,old,13,0.7088,622
WAUKESHA,CITY OF BROOKFIELD WARD 16,old,14,0.2912,622
WAUKESHA,CITY OF BROOKFIELD WARD 16,pmc,14,1,622
WAUKESHA,CITY OF BROOKFIELD WARD 17,evers,13,1,1454
WAUKESHA,CITY OF BROOKFIELD WARD 17,old,13,1,1454
WAUKESHA,CITY OF BROOKFIELD WARD 17,pmc,13,0.39854545454545454,1454
WAUKESHA,CITY OF BROOKFIELD WARD 17,pmc,14,0.6014545454545455,1454
WAUKESHA,CITY OF BROOKFIELD WARD 18,evers,13,1,1327
WAUKESHA,CITY OF BROOKFIELD WARD 18,old,13,1,1327
WAUKESHA,CITY OF BROOKFIELD WARD 18,pmc,14,1,1327
WAUKESHA,CITY OF BROOKFIELD WARD 19,evers,13,1,921
WAUKESHA,CITY OF BROOKFIELD WARD 19,old,13,1,921
WAUKESHA,CITY OF BROOKFIELD WARD 19,pmc,13,0.44017094017094016,921
WAUKESHA,CITY OF BROOKFIELD WARD 19,pmc,14,0.5598290598290598,921
WAUKESHA,CITY OF BROOKFIELD WARD 2,evers,13,1,1292
WAUKESHA,CITY OF BROOKFIELD WARD 2,old,14,1,1292
WAUKESHA,CITY OF BROOKFIELD WARD 2,pmc,13,1,1292
WAUKESHA,CITY OF BROOKFIELD WARD 20,evers,13,1,1203
WAUKESHA,CITY OF BROOKFIELD WARD 20,old,13,1,1203
WAUKESHA,CITY OF BROOKFIELD WARD 20,pmc,14,1,1203
WAUKESHA,CITY OF BROOKFIELD WARD 21,evers,13,1,1167
WAUKESHA,CITY OF BROOKFIELD WARD 21,old,13,1,1167
WAUKESHA,CITY OF BROOKFIELD WARD 21,pmc,13,1,1167
WAUKESHA,CITY OF BROOKFIELD WARD 3,evers,22,1,1087
WAUKESHA,CITY OF BROOKFIELD WARD 3,old,14,1,1087
WAUKESHA,CITY OF BROOKFIELD WARD 3,pmc,13,0.9435559736594544,1087
WAUKESHA,CITY OF BROOKFIELD WARD 3,pmc,14,0.05644402634054563,1087
WAUKESHA,CITY OF BROOKFIELD WARD 4,evers,22,1,1143
WAUKESHA,CITY OF BROOKFIELD WARD 4,old,14,1,1143
WAUKESHA,CITY OF BROOKFIELD WARD 4,pmc,13,0.09017857142857143,1143
WAUKESHA,CITY OF BROOKFIELD WARD 4,pmc,14,0.9098214285714286,1143
WAUKESHA,CITY OF BROOKFIELD WARD 5,evers,22,1,1128
WAUKESHA,CITY OF BROOKFIELD WARD 5,old,14,1,1128
WAUKESHA,CITY OF BROOKFIELD WARD 5,pmc,14,1,1128
WAUKESHA,CITY OF BROOKFIELD WARD 6,evers,22,1,1276
WAUKESHA,CITY OF BROOKFIELD WARD 6,old,14,1,1276
WAUKESHA,CITY OF BROOKFIELD WARD 6,pmc,14,1,1276
WAUKESHA,CITY OF BROOKFIELD WARD 7,evers,22,1,1065
WAUKESHA,CITY OF BROOKFIELD WARD 7,old,14,1,1065
WAUKESHA,CITY OF BROOKFIELD WARD 7,pmc,14,1,1065
WAUKESHA,CITY OF BROOKFIELD WARD 8,evers,13,0.5177489177489177,1037
WAUKESHA,CITY OF BROOKFIELD WARD 8,evers,22,0.48225108225108226,1037
WAUKESHA,CITY OF BROOKFIELD WARD 8,old,14,1,1037
WAUKESHA,CITY OF BROOKFIELD WARD 8,pmc,13,0.5177489177489177,1037
WAUKESHA,CITY OF BROOKFIELD WARD 8,pmc,14,0.48225108225108226,1037
WAUKESHA,CITY OF BROOKFIELD WARD 9,evers,22,1,1265
WAUKESHA,CITY OF BROOKFIELD WARD 9,old,14,1,1265
WAUKESHA,CITY OF BROOKFIELD WARD 9,pmc,13,1,1265
WAUKESHA,CITY OF DELAFIELD WARDS 1-14,evers,99,1,4194
WAUKESHA,CITY OF DELAFIELD WARDS 1-14,old,99,1,4194
WAUKESHA,CITY OF DELAFIELD WARDS 1-14,pmc,98,0.0666988883518608,4194
WAUKESHA,CITY OF DELAFIELD WARDS 1-14,pmc,99,0.9333011116481392,4194
WAUKESHA,CITY OF MUSKEGO WARD 19,evers,83,1,170
WAUKESHA,CITY OF MUSKEGO WARD 19,old,83,1,170
WAUKESHA,CITY OF MUSKEGO WARD 19,pmc,83,1,170
WAUKESHA,CITY OF MUSKEGO WARD 6,evers,83,1,938
WAUKESHA,CITY OF MUSKEGO WARD 6,old,83,1,938
WAUKESHA,CITY OF MUSKEGO WARD 6,pmc,83,1,938
WAUKESHA,"CITY OF MUSKEGO WARDS 1,3",evers,83,1,1198
WAUKESHA,"CITY OF MUSKEGO WARDS 1,3",old,83,1,1198
WAUKESHA,"CITY OF MUSKEGO WARDS 1,3",pmc,83,1,1198
WAUKESHA,CITY OF MUSKEGO WARDS 11-12,evers,83,1,2122
WAUKESHA,CITY OF MUSKEGO WARDS 11-12,old,83,1,2122
WAUKESHA,CITY OF MUSKEGO WARDS 11-12,pmc,83,1,2122
WAUKESHA,CITY OF MUSKEGO WARDS 13-14,evers,83,1,1808
WAUKESHA,CITY OF MUSKEGO WARDS 13-14,old,83,1,1808
WAUKESHA,CITY OF MUSKEGO WARDS 13-14,pmc,83,1,1808
WAUKESHA,CITY OF MUSKEGO WARDS 15-16,evers,82,0.5711073636874648,1779
WAUKESHA,CITY OF MUSKEGO WARDS 15-16,evers,83,0.42889263631253516,1779
WAUKESHA,CITY OF MUSKEGO WARDS 15-16,old,83,1,1779
WAUKESHA,CITY OF MUSKEGO WARDS 15-16,pmc,83,1,1779
WAUKESHA,"CITY OF MUSKEGO WARDS 2,17-18",evers,83,1,1013
WAUKESHA,"CITY OF MUSKEGO WARDS 2,17-18",old,83,1,1013
WAUKESHA,"CITY OF MUSKEGO WARDS 2,17-18",pmc,83,1,1013
WAUKESHA,CITY OF MUSKEGO WARDS 4-5,evers,83,1,1858
WAUKESHA,CITY OF MUSKEGO WARDS 4-5,old,83,1,1858
WAUKESHA,CITY OF MUSKEGO WARDS 4-5,pmc,83,1,1858
WAUKESHA,CITY OF MUSKEGO WARDS 7-8,evers,83,1,1816
WAUKESHA,CITY OF MUSKEGO WARDS 7-8,old,83,1,1816
WAUKESHA,CITY OF MUSKEGO WARDS 7-8,pmc,83,1,1816
WAUKESHA,CITY OF MUSKEGO WARDS 9-10,evers,83,1,1751
WAUKESHA,CITY OF MUSKEGO WARDS 9-10,old,83,1,1751
WAUKESHA,CITY OF MUSKEGO WARDS 9-10,pmc,83,1,1751
WAUKESHA,CITY OF NEW BERLIN WARD 1,evers,15,1,1184
WAUKESHA,CITY OF NEW BERLIN WARD 1,old,15,1,1184
WAUKESHA,CITY OF NEW BERLIN WARD 1,pmc,84,1,1184
WAUKESHA,CITY OF NEW BERLIN WARD 10,evers,84,1,738
WAUKESHA,CITY OF NEW BERLIN WARD 10,old,84,1,738
WAUKESHA,CITY OF NEW BERLIN WARD 10,pmc,84,1,738
WAUKESHA,CITY OF NEW BERLIN WARD 11,evers,84,1,1577
WAUKESHA,CITY OF NEW BERLIN WARD 11,old,84,1,1577
WAUKESHA,CITY OF NEW BERLIN WARD 11,pmc,84,1,1577
WAUKESHA,CITY OF NEW BERLIN WARD 12,evers,84,1,1144
WAUKESHA,CITY OF NEW BERLIN WARD 12,old,84,1,1144
WAUKESHA,CITY OF NEW BERLIN WARD 12,pmc,84,1,1144
WAUKESHA,CITY OF NEW BERLIN WARD 13,evers,84,1,954
WAUKESHA,CITY OF NEW BERLIN WARD 13,old,84,1,954
WAUKESHA,CITY OF NEW BERLIN WARD 13,pmc,84,1,954
WAUKESHA,CITY OF NEW BERLIN WARD 14,evers,84,1,932
WAUKESHA,CITY OF NEW BERLIN WARD 14,old,84,1,932
WAUKESHA,CITY OF NEW BERLIN WARD 14,pmc,84,1,932
WAUKESHA,CITY OF NEW BERLIN WARD 15,evers,84,1,1758
WAUKESHA,CITY OF NEW BERLIN WARD 15,old,84,1,1758
WAUKESHA,CITY OF NEW BERLIN WARD 15,pmc,84,1,1758
WAUKESHA,CITY OF NEW BERLIN WARD 16,evers,15,0.9753521126760564,854
WAUKESHA,CITY OF NEW BERLIN WARD 16,evers,84,0.02464788732394366,854
WAUKESHA,CITY OF NEW BERLIN WARD 16,old,15,0.9753521126760564,854
WAUKESHA,CITY OF NEW BERLIN WARD 16,old,84,0.02464788732394366,854
WAUKESHA,CITY OF NEW BERLIN WARD 16,pmc,84,1,854
WAUKESHA,CITY OF NEW BERLIN WARD 17,evers,15,0.24917218543046357,1211
WAUKESHA,CITY OF NEW BERLIN WARD 17,evers,84,0.7508278145695364,1211
WAUKESHA,CITY OF NEW BERLIN WARD 17,old,15,0.9064569536423841,1211
WAUKESHA,CITY OF NEW BERLIN WARD 17,old,84,0.0935430463576159,1211
WAUKESHA,CITY OF NEW BERLIN WARD 17,pmc,84,1,1211
WAUKESHA,CITY OF NEW BERLIN WARD 18,evers,84,1,1519
WAUKESHA,CITY OF NEW BERLIN WARD 18,old,84,1,1519
WAUKESHA,CITY OF NEW BERLIN WARD 18,pmc,84,1,1519
WAUKESHA,CITY OF NEW BERLIN WARD 19,evers,15,0.6688888888888889,902
WAUKESHA,CITY OF NEW BERLIN WARD 19,evers,84,0.33111111111111113,902
WAUKESHA,CITY OF NEW BERLIN WARD 19,old,15,0.6688888888888889,902
WAUKESHA,CITY OF NEW BERLIN WARD 19,old,84,0.33111111111111113,902
WAUKESHA,CITY OF NEW BERLIN WARD 19,pmc,84,1,902
WAUKESHA,CITY OF NEW BERLIN WARD 2,evers,15,1,945
WAUKESHA,CITY OF NEW BERLIN WARD 2,old,15,1,945
WAUKESHA,CITY OF NEW BERLIN WARD 2,pmc,84,1,945
WAUKESHA,CITY OF NEW BERLIN WARD 20,evers,84,1,1169
WAUKESHA,CITY OF NEW BERLIN WARD 20,old,84,1,1169
WAUKESHA,CITY OF NEW BERLIN WARD 20,pmc,84,1,1169
WAUKESHA,CITY OF NEW BERLIN WARD 21,evers,84,1,1437
WAUKESHA,CITY OF NEW BERLIN WARD 21,old,84,1,1437
WAUKESHA,CITY OF NEW BERLIN WARD 21,pmc,84,1,1437
WAUKESHA,CITY OF NEW BERLIN WARD 3,evers,15,1,1061
WAUKESHA,CITY OF NEW BERLIN WARD 3,old,15,1,1061
WAUKESHA,CITY OF NEW BERLIN WARD 3,pmc,84,1,1061
WAUKESHA,CITY OF NEW BERLIN WARD 4,evers,15,0.25388127853881276,1106
WAUKESHA,CITY OF NEW BERLIN WARD 4,evers,84,0.7461187214611872,1106
WAUKESHA,CITY OF NEW BERLIN WARD 4,old,15,0.9972602739726028,1106
WAUKESHA,CITY OF NEW BERLIN WARD 4,old,84,0.0027397260273972603,1106
WAUKESHA,CITY OF NEW BERLIN WARD 4,pmc,84,1,1106
WAUKESHA,CITY OF NEW BERLIN WARD 5,evers,15,0.15270570793180133,1326
WAUKESHA,CITY OF NEW BERLIN WARD 5,evers,84,0.8472942920681986,1326
WAUKESHA,CITY OF NEW BERLIN WARD 5,old,15,0.815418828762046,1326
WAUKESHA,CITY OF NEW BERLIN WARD 5,old,84,0.18458117123795403,1326
WAUKESHA,CITY OF NEW BERLIN WARD 5,pmc,84,1,1326
WAUKESHA,CITY OF NEW BERLIN WARD 6,evers,15,1,633
WAUKESHA,CITY OF NEW BERLIN WARD 6,old,15,1,633
WAUKESHA,CITY OF NEW BERLIN WARD 6,pmc,84,1,633
WAUKESHA,CITY OF NEW BERLIN WARD 7,evers,15,1,1261
WAUKESHA,CITY OF NEW BERLIN WARD 7,old,15,1,1261
